MarketID,s_k,p_k,s_0,steel,labor,product
192,0.08480660807629221,34.1,0.8710780236754818,8.64,22.35,b
193,0.049538587891258735,33.51049694371269,0.8729383851339054,8.41,20.92,a
193,0.07752302697483583,36.02049693134496,0.8729383851339054,8.41,20.92,b
194,0.05078023453741053,35.92811361223626,0.8655176691123394,8.67,22.06,a
194,0.08370209635025008,34.41811360990372,0.8655176691123394,8.67,22.06,b
195,0.053348275363984905,33.28,0.8824270070650992,7.57,23.17,a
195,0.06422471757091586,34.62,0.8824270070650992,7.57,23.17,b
196,0.0297225932241987,35.90378084534545,0.8900523154850558,7.8,23.72,a
196,0.0802250912907455,34.89378084255559,0.8900523154850558,7.8,23.72,b
197,0.04317015066482007,36.477390732885524,0.8725334090524567,7.99,21.34,a
197,0.0842964402827232,35.72739073139846,0.8725334090524567,7.99,21.34,b
198,0.0580551673124572,35.04771661263752,0.8606409974056914,7.51,20.96,a
198,0.0813038352818514,34.96771659013432,0.8606409974056914,7.51,20.96,b
199,0.0629475477805452,33.51,0.8526331984628593,8.15,22.2,a
199,0.08441925375659541,34.93,0.8526331984628593,8.15,22.2,b
200,0.046548543202364075,33.04,0.8652202081224044,8.57,22.28,a
200,0.08823124867523144,36.01,0.8652202081224044,8.57,22.28,b
201,0.05297491825166065,32.42,0.8579009101045986,8.1,22.42,a
201,0.08912417164374073,35.57,0.8579009101045986,8.1,22.42,b
202,0.06614304790302782,31.87,0.8683368758766313,8.19,21.12,a
202,0.06552007622034081,34.23,0.8683368758766313,8.19,21.12,b
203,0.05129470123184605,33.94,0.8800552309810548,8.74,22.89,a
203,0.06865006778709913,36.1,0.8800552309810548,8.74,22.89,b
204,0.07248676789344684,32.64,0.8692385184298054,8.26,23.34,a
204,0.058274713676747775,37.7,0.8692385184298054,8.26,23.34,b
205,0.04329908303932047,35.616925187748876,0.8778678984074686,8.17,20.93,a
205,0.07883301855321087,34.09692518349579,0.8778678984074686,8.17,20.93,b
206,0.06803686745991633,33.92008307748491,0.8505215112715618,8.28,21.56,a
206,0.08144162126852181,34.730083075213464,0.8505215112715618,8.28,21.56,b
207,0.04003989120277423,33.52373070620442,0.8524759885135716,6.95,21.56,a
207,0.1074841202836542,35.45373069109653,0.8524759885135716,6.95,21.56,b
208,0.043657777839767695,35.53845370373959,0.8620219737229464,7.69,21.76,a
208,0.09432024843728595,34.948453701117806,0.8620219737229464,7.69,21.76,b
209,0.060181563821742216,33.18,0.8811774943445503,9.24,21.59,a
209,0.05864094183370749,37.01,0.8811774943445503,9.24,21.59,b
210,0.023365106188313934,38.0411558988111,0.8932469744322795,6.57,23.86,a
210,0.08338791937940665,36.7811557538065,0.8932469744322795,6.57,23.86,b
211,0.046210392430771866,35.73982009956657,0.866712485409491,8.69,21.13,a
211,0.08707712215973716,34.28982009495999,0.866712485409491,8.69,21.13,b
212,0.08053351951635233,31.00140796625202,0.8372835903892873,6.7,20.6,a
212,0.08218289009436032,34.96140795803759,0.8372835903892873,6.7,20.6,b
213,0.08235578738377074,31.12,0.8562620541762054,8.3,20.36,a
213,0.06138215844002398,35.46,0.8562620541762054,8.3,20.36,b
214,0.06719635638061305,32.43,0.8527968523452139,6.96,22.46,a
214,0.08000679127417304,35.27,0.8527968523452139,6.96,22.46,b
215,0.06979941092548571,31.54,0.8522663714458075,8.79,21.04,a
215,0.07793421762870677,35.7,0.8522663714458075,8.79,21.04,b
216,0.04109797851038362,35.72585093495437,0.8708934337217724,8.4,21.33,a
216,0.08800858776784397,34.60585093262648,0.8708934337217724,8.4,21.33,b
217,0.044633264412795685,34.29,0.9010269881643839,9.4,23.78,a
217,0.054339747422820474,36.74,0.9010269881643839,9.4,23.78,b
218,0.06876489238528315,34.91232705040977,0.8440700279704105,8.47,21.93,a
218,0.0871650796443063,35.24232704286943,0.8440700279704105,8.47,21.93,b
219,0.059578589587000415,32.65,0.8799633450671668,8.1,23.01,a
219,0.060458065345832805,35.88,0.8799633450671668,8.1,23.01,b
220,0.048285002017509106,35.889510495608,0.8649291240208076,7.32,22.15,a
220,0.0867858739616834,35.13951048955184,0.8649291240208076,7.32,22.15,b
221,0.06396648625780729,32.531983951560306,0.8327883722486215,7.12,20.29,a
221,0.1032451414935712,34.60198394233538,0.8327883722486215,7.12,20.29,b
222,0.03915558174016752,37.57,0.9014033018715493,10.76,21.32,a
222,0.0594411163882832,36.4,0.9014033018715493,10.76,21.32,b
223,0.03753477275230042,36.82994766960067,0.882922133025274,6.46,20.97,a
223,0.07954309422242556,34.61994753352218,0.882922133025274,6.46,20.97,b
224,0.024829792865483813,37.91351430834003,0.8843819541890172,7.77,22.32,a
224,0.09078825294549894,35.17351430562337,0.8843819541890172,7.77,22.32,b
225,0.05012974627810232,33.64959672703127,0.8722314935807132,7.63,22.06,a
225,0.07763876014118457,35.13959672462659,0.8722314935807132,7.63,22.06,b
226,0.040144223715136956,34.77747409376385,0.8814179316808303,9.55,21.3,a
226,0.07843784460403282,35.00747409179751,0.8814179316808303,9.55,21.3,b
227,0.032281999436502326,33.675828994265366,0.8893481054996546,6.63,21.87,a
227,0.07836989506384302,33.94582898488561,0.8893481054996546,6.63,21.87,b
228,0.04997028441134649,35.81,0.8846914234835468,9.83,22.9,a
228,0.06533829210510672,36.01,0.8846914234835468,9.83,22.9,b
229,0.030928370704632217,38.45,0.8953009237561853,9.13,22.55,a
229,0.07377070553918255,36.18,0.8953009237561853,9.13,22.55,b
230,0.05371184458990957,32.648321801487974,0.862711084015185,7.41,22.48,a
230,0.08357707139490542,34.70832179925165,0.862711084015185,7.41,22.48,b
231,0.046957389468700206,35.48980631730995,0.8796753496299589,7.52,22.27,a
231,0.07336726090134095,33.99980630803003,0.8796753496299589,7.52,22.27,b
232,0.030643668618813423,40.21382344057394,0.8860755186441248,9.44,22.68,a
232,0.08328081273706177,36.353823439148975,0.8860755186441248,9.44,22.68,b
233,0.04655769725216283,33.97875061647912,0.8596126476579103,8.37,22.83,a
233,0.09382965508992683,36.09875061314971,0.8596126476579103,8.37,22.83,b
234,0.03762787229872847,33.68892420060145,0.883577701386954,8.33,21.99,a
234,0.0787944263143175,33.72892419747284,0.883577701386954,8.33,21.99,b
235,0.06546425861720818,31.55452291063856,0.8510206068133496,6.23,22.86,a
235,0.08351513456944226,34.334522906800046,0.8510206068133496,6.23,22.86,b
236,0.04723238153045859,34.71787821140502,0.8682969453427302,8.48,20.49,a
236,0.08447067312681122,35.71787820562885,0.8682969453427302,8.48,20.49,b
237,0.02976776510178356,37.12352048492496,0.8953000719204521,7.97,22.74,a
237,0.07493216297776431,36.12352047858194,0.8953000719204521,7.97,22.74,b
238,0.032470196771199396,35.997614125957945,0.8673858211368101,7.82,22.33,a
238,0.10014398209199053,35.22761412376307,0.8673858211368101,7.82,22.33,b
239,0.033334380963659586,36.66644938786715,0.8762568004178517,8.24,21.37,a
239,0.09040881861848872,34.46644938350973,0.8762568004178517,8.24,21.37,b
240,0.04116274257676768,34.93,0.8724000054584655,8.49,22.91,a
240,0.08643725196476676,34.66,0.8724000054584655,8.49,22.91,b
241,0.043866156778885584,34.31806053787583,0.8797396451346294,7.11,23.68,a
241,0.076394198086485,34.53806053610871,0.8797396451346294,7.11,23.68,b
242,0.04944343579392173,33.37,0.8549844883450795,8.33,23.29,a
242,0.09557207586099886,33.49,0.8549844883450795,8.33,23.29,b
243,0.06100855253684749,31.86,0.8518551956321974,8.48,21.17,a
243,0.08713625183095522,33.69,0.8518551956321974,8.48,21.17,b
244,0.06185693246939239,31.223202279078958,0.8583443001658208,7.03,21.6,a
244,0.07979876736478689,36.48320227243694,0.8583443001658208,7.03,21.6,b
245,0.06615258656395355,31.401270690818613,0.8575719128096846,8.49,20.76,a
245,0.0762755006263619,34.93127068894014,0.8575719128096846,8.49,20.76,b
246,0.025343451249445783,38.33,0.9024782167525413,9.06,23.35,a
246,0.07217833199801292,35.49,0.9024782167525413,9.06,23.35,b
247,0.09127039289592007,32.2120510346023,0.8537401391942575,7.19,23.57,a
247,0.054989467909822426,35.802051035828335,0.8537401391942575,7.19,23.57,b
248,0.03480652359078414,35.63785941384357,0.8776169586543149,6.61,19.39,a
248,0.08757651775490091,35.39785917070674,0.8776169586543149,6.61,19.39,b
249,0.0434171195858096,35.45825714786632,0.877908474635043,8.11,21.59,a
249,0.07867440577914744,34.48825714591563,0.877908474635043,8.11,21.59,b
250,0.06266990319362284,30.83,0.8748098257766261,6.9,20.94,a
250,0.06252027102975101,35.94,0.8748098257766261,6.9,20.94,b
251,0.037748528399287606,35.29695510448075,0.8755232702186528,6.74,21.55,a
251,0.08672820138205958,33.706955042423864,0.8755232702186528,6.74,21.55,b
252,0.05079691297801486,35.33,0.8759115825866566,8.6,22.46,a
252,0.07329150443532856,34.84,0.8759115825866566,8.6,22.46,b
253,0.03128602549184227,36.46,0.9039519689381483,10.0,22.2,a
253,0.06476200557000938,36.18,0.9039519689381483,10.0,22.2,b
254,0.02955884736658903,35.93,0.8974304353268419,9.28,22.16,a
254,0.07301071730656913,33.99,0.8974304353268419,9.28,22.16,b
255,0.03977532324699134,36.91768566682619,0.8834360435808695,8.39,23.97,a
255,0.07678863317213919,37.007685664427086,0.8834360435808695,8.39,23.97,b
256,0.08504672842246823,30.192168691376168,0.8390411951028729,7.79,20.63,a
256,0.07591207647465892,33.60216869045563,0.8390411951028729,7.79,20.63,b
257,0.03899160499285802,36.30670919941714,0.8804597866249206,7.38,22.76,a
257,0.0805486083822213,35.13670914969559,0.8804597866249206,7.38,22.76,b
258,0.044437714898956406,36.599589402300815,0.8653279476438182,9.05,20.96,a
258,0.09023433745722544,37.19958938963302,0.8653279476438182,9.05,20.96,b
259,0.02866840979598919,37.09575637507469,0.8838297006296139,8.1,21.86,a
259,0.08750188957439692,33.36575637010955,0.8838297006296139,8.1,21.86,b
260,0.050818028778208665,34.170762471374324,0.8636084444669515,7.73,21.3,a
260,0.08557352675483988,35.97076246116653,0.8636084444669515,7.73,21.3,b
261,0.03206566230220188,39.26326681762234,0.8723241860280313,8.4,22.85,a
261,0.09561015166976684,35.55326680377973,0.8723241860280313,8.4,22.85,b
262,0.04206501621693624,32.770682136012816,0.8680979396331642,8.08,22.46,a
262,0.0898370441498996,36.42068212823972,0.8680979396331642,8.08,22.46,b
263,0.07537893194469025,30.66,0.8745760782455471,7.72,22.64,a
263,0.050044989809762644,35.17,0.8745760782455471,7.72,22.64,b
264,0.03218543491064621,33.418716741614546,0.8798033651729456,6.88,20.91,a
264,0.08801119991640827,33.20871672176168,0.8798033651729456,6.88,20.91,b
265,0.0638980067513164,32.41613496552089,0.8655237342034037,8.57,20.75,a
265,0.07057825904527991,35.326134954053316,0.8655237342034037,8.57,20.75,b
266,0.03841158849085475,34.7077694816924,0.876675895540447,7.65,20.73,a
266,0.08491251596869816,34.107769479133744,0.876675895540447,7.65,20.73,b
267,0.05478926289721902,33.56184717798323,0.8596191079376304,6.35,21.86,a
267,0.08559162916515065,34.55184716937547,0.8596191079376304,6.35,21.86,b
268,0.04692557910247549,34.26907146175657,0.8832977024861428,6.89,22.74,a
268,0.06977671841138167,36.349071431161356,0.8832977024861428,6.89,22.74,b
269,0.026719333420904205,38.29395761156293,0.8808068866391515,9.13,21.11,a
269,0.09247377993994435,35.753957606547274,0.8808068866391515,9.13,21.11,b
270,0.06027570618719693,33.16,0.8702493868071626,9.49,21.36,a
270,0.06947490700564055,35.42,0.8702493868071626,9.49,21.36,b
271,0.0386059521537755,35.93733003143384,0.8617962664739705,7.8,22.99,a
271,0.09959778137225406,33.647330030494835,0.8617962664739705,7.8,22.99,b
272,0.04849686991091809,36.63,0.883322539006802,9.23,22.81,a
272,0.06818059108227997,37.27,0.883322539006802,9.23,22.81,b
273,0.061816784741526576,35.038169713866765,0.86350453952057,6.64,22.67,a
273,0.07467867573790349,35.13816968848918,0.86350453952057,6.64,22.67,b
274,0.028949818700965513,37.6,0.9040342011972576,10.21,21.05,a
274,0.0670159801017769,37.39,0.9040342011972576,10.21,21.05,b
275,0.0459340356056714,34.84153692355624,0.8887086921035721,8.18,22.35,a
275,0.06535727229075652,34.001536913592155,0.8887086921035721,8.18,22.35,b
276,0.09673267329272522,31.02,0.8176033269847555,7.5,21.16,a
276,0.08566399972251938,34.2,0.8176033269847555,7.5,21.16,b
277,0.042098708732598876,35.44774217436442,0.873049780432033,7.84,22.86,a
277,0.08485151083536818,33.847742169935394,0.873049780432033,7.84,22.86,b
278,0.028413366990437196,35.25755184577279,0.8590442065383471,6.7,21.37,a
278,0.11254242647121568,35.067551825345966,0.8590442065383471,6.7,21.37,b
279,0.07259267894205824,31.78229165049785,0.8450292899164945,9.04,21.34,a
279,0.0823780311414473,34.672291646799444,0.8450292899164945,9.04,21.34,b
280,0.04250331821293196,37.18739218535557,0.8658438106984637,8.73,23.54,a
280,0.09165287108860434,35.337392184491776,0.8658438106984637,8.73,23.54,b
281,0.035961701971101746,35.43635349176376,0.8766417345496644,7.75,21.97,a
281,0.08739656347923391,34.90635348722903,0.8766417345496644,7.75,21.97,b
282,0.024266544804257828,39.09169966016005,0.9052794742941515,9.35,22.16,a
282,0.07045398090159068,35.831699659712086,0.9052794742941515,9.35,22.16,b
283,0.03380143614215666,35.44126625649372,0.8871463222044421,7.95,22.33,a
283,0.07905224165340119,35.60126623589593,0.8871463222044421,7.95,22.33,b
284,0.03489463108939039,34.20836613150136,0.8839663233062741,7.63,22.16,a
284,0.08113904560433548,35.00836611958603,0.8839663233062741,7.63,22.16,b
285,0.048156973643561744,35.98496829275732,0.8765048346682187,7.49,21.83,a
285,0.07533819168821951,35.254968267244976,0.8765048346682187,7.49,21.83,b
286,0.05246435598162129,34.0260304449292,0.8577972128630391,7.62,21.86,a
286,0.0897384311553396,34.28603042484331,0.8577972128630391,7.62,21.86,b
287,0.05184633838392646,35.53,0.8767755616571862,9.13,22.71,a
287,0.0713780999588873,35.22,0.8767755616571862,9.13,22.71,b
288,0.06055281131481265,32.450022720466485,0.8470084306627353,6.83,21.63,a
288,0.09243875802245209,33.560022717833604,0.8470084306627353,6.83,21.63,b
289,0.046445224526454984,35.80031424649837,0.8672053360909832,7.4,22.42,a
289,0.0863494393825619,33.980314239770294,0.8672053360909832,7.4,22.42,b
290,0.06053587422012328,32.36692866639204,0.8615831081116753,5.92,22.25,a
290,0.07788101766820145,35.49692865363444,0.8615831081116753,5.92,22.25,b
291,0.04302847538495753,34.2974741607539,0.8843170752494247,6.71,24.11,a
291,0.07265444936561773,34.387474155983284,0.8843170752494247,6.71,24.11,b
292,0.05333387919302652,35.73199009734905,0.8767157461750543,8.48,20.14,a
292,0.06995037463191917,35.4619900776083,0.8767157461750543,8.48,20.14,b
293,0.03572018991854509,36.63,0.8758436403932186,9.67,20.65,a
293,0.08843616968823634,35.98,0.8758436403932186,9.67,20.65,b
294,0.04729485201020486,34.59,0.8706722157700041,8.68,20.71,a
294,0.08203293221979102,35.86,0.8706722157700041,8.68,20.71,b
295,0.044466560690421014,36.345244764146614,0.8716817992921196,7.49,21.64,a
295,0.08385164001745937,36.06524474441895,0.8716817992921196,7.49,21.64,b
296,0.034449592908319844,35.103791119241656,0.8770264177420408,7.1,22.0,a
296,0.08852398934963937,34.83379107426872,0.8770264177420408,7.1,22.0,b
297,0.05792808817071747,33.49550293572814,0.8692766209884712,6.36,21.76,a
297,0.07279529084081127,35.33550290697297,0.8692766209884712,6.36,21.76,b
298,0.04350302318511077,36.91,0.8833256512421538,9.45,22.45,a
298,0.07317132557273545,36.0,0.8833256512421538,9.45,22.45,b
299,0.07614876777452403,31.28,0.8403221490259071,7.74,22.67,a
299,0.08352908319956887,33.73,0.8403221490259071,7.74,22.67,b
300,0.05747792140972367,32.96017259870889,0.862715266815758,7.09,21.06,a
300,0.07980681177451829,34.030172591271544,0.862715266815758,7.09,21.06,b
